TagID,Date,Time,accX,accY,accZ,magX,magY,magZ,Temp. (?C),Metadata
Axy-2_S5,04/05/2023,14:45:54.000,-0.063,1.000,-0.031,-342.0,-381.0,-430.5,25,
Axy-2_S5,04/05/2023,14:45:55.000,-0.047,0.985,-0.016,-346.5,-388.5,-414.0,,
Axy-2_S5,04/05/2023,14:45:56.000,-0.047,0.985,0.000,-330.0,-373.5,-402.0,,
Axy-2_S5,04/05/2023,14:45:57.000,-0.016,1.016,-0.031,-346.5,-366.0,-396.0,,
Axy-2_S5,04/05/2023,14:45:58.000,-0.016,1.016,-0.016,-345.0,-372.0,-408.0,,
Axy-2_S5,04/05/2023,14:45:59.000,-0.031,1.000,0.000,-340.5,-358.5,-433.5,,
Axy-2_S5,04/05/2023,14:46:00.000,-0.016,0.985,-0.031,-196.5,-492.0,-523.5,,
Axy-2_S5,04/05/2023,14:46:01.000,0.047,0.985,-0.094,693.0,-895.5,-1443.0,,
Axy-2_S5,04/05/2023,14:46:02.000,0.000,1.000,-0.047,3417.0,-607.5,621.0,,
Axy-2_S5,04/05/2023,14:46:03.000,0.016,1.016,-0.031,-379.5,-369.0,-369.0,,
Axy-2_S5,04/05/2023,14:46:03.000,0.000,0.000,0.000,,,,25,Power off command received.
