TagID,Date,Time,accX,accY,accZ,magX,magY,magZ,Temp. (?C),Metadata
Axy-2_S4,04/05/2023,14:41:54.000,0.953,-0.016,0.000,-390.0,166.5,1119.0,25,
Axy-2_S4,04/05/2023,14:41:55.000,0.953,-0.016,-0.031,-382.5,183.0,1114.5,,
Axy-2_S4,04/05/2023,14:41:56.000,0.969,-0.016,-0.031,-390.0,189.0,1117.5,,
Axy-2_S4,04/05/2023,14:41:57.000,0.969,0.016,0.000,-382.5,184.5,1105.5,,
Axy-2_S4,04/05/2023,14:41:58.000,0.938,-0.031,0.000,-393.0,178.5,1116.0,,
Axy-2_S4,04/05/2023,14:41:59.000,0.953,-0.047,-0.031,-367.5,187.5,1110.0,,
Axy-2_S4,04/05/2023,14:42:00.000,0.969,-0.047,-0.031,-376.5,190.5,1096.5,,
Axy-2_S4,04/05/2023,14:42:01.000,0.969,-0.047,-0.016,-381.0,168.0,1090.5,,
Axy-2_S4,04/05/2023,14:42:02.000,0.938,-0.047,-0.016,-391.5,180.0,1110.0,,
Axy-2_S4,04/05/2023,14:42:03.000,0.969,-0.031,-0.047,-372.0,180.0,1101.0,,
Axy-2_S4,04/05/2023,14:42:04.000,0.938,-0.016,-0.031,-369.0,193.5,1105.5,,
Axy-2_S4,04/05/2023,14:42:05.000,0.953,-0.031,-0.031,-385.5,178.5,1102.5,,
Axy-2_S4,04/05/2023,14:42:06.000,0.969,-0.047,-0.047,-378.0,178.5,1090.5,,
Axy-2_S4,04/05/2023,14:42:07.000,0.969,0.016,0.031,-375.0,189.0,1105.5,,
Axy-2_S4,04/05/2023,14:42:08.000,0.969,0.000,0.141,-382.5,144.0,1138.5,,
Axy-2_S4,04/05/2023,14:42:09.000,0.953,-0.047,0.000,3748.5,-4431.0,23265.0,,
Axy-2_S4,04/05/2023,14:42:10.000,0.969,-0.031,-0.031,-2277.0,-1173.0,-3325.5,,
Axy-2_S4,04/05/2023,14:42:11.000,0.953,-0.047,0.000,-1995.0,-930.0,-2622.0,,
Axy-2_S4,04/05/2023,14:42:11.000,0.000,0.000,0.000,,,,25,Power off command received.
