TagID,Date,Time,accX,accY,accZ,magX,magY,magZ,Temp. (?C),Metadata
Axy-2_S1,04/05/2023,14:14:37.000,0.047,0.063,0.985,3507.0,-1359.0,573.0,25,
Axy-2_S1,04/05/2023,14:14:38.000,0.031,0.078,0.969,3517.5,-1366.5,592.5,,
Axy-2_S1,04/05/2023,14:14:39.000,0.047,0.078,1.000,3520.5,-1374.0,571.5,,
Axy-2_S1,04/05/2023,14:14:40.000,0.031,0.063,0.985,3528.0,-1368.0,568.5,,
Axy-2_S1,04/05/2023,14:14:41.000,0.031,0.063,0.969,3502.5,-1351.5,577.5,,
Axy-2_S1,04/05/2023,14:14:42.000,0.063,0.078,0.985,3502.5,-1372.5,588.0,,
Axy-2_S1,04/05/2023,14:14:43.000,0.047,0.094,0.953,3492.0,-1359.0,592.5,,
Axy-2_S1,04/05/2023,14:14:44.000,0.047,0.125,0.953,3492.0,-1306.5,633.0,,
Axy-2_S1,04/05/2023,14:14:45.000,0.031,0.172,0.953,3469.5,-1276.5,663.0,,
Axy-2_S1,04/05/2023,14:14:46.000,0.031,0.156,0.985,3477.0,-1293.0,631.5,,
Axy-2_S1,04/05/2023,14:14:47.000,0.063,0.156,0.969,3484.5,-1297.5,634.5,,
Axy-2_S1,04/05/2023,14:14:48.000,0.047,0.141,0.985,3474.0,-1312.5,618.0,,
Axy-2_S1,04/05/2023,14:14:49.000,0.031,0.156,0.985,3480.0,-1320.0,615.0,,
Axy-2_S1,04/05/2023,14:14:50.000,0.047,0.141,0.969,3487.5,-1318.5,607.5,,
Axy-2_S1,04/05/2023,14:14:51.000,0.047,0.156,0.969,3498.0,-1323.0,597.0,,
Axy-2_S1,04/05/2023,14:14:52.000,0.031,0.156,0.985,3483.0,-1317.0,607.5,,
Axy-2_S1,04/05/2023,14:14:53.000,0.031,0.156,0.985,3480.0,-1299.0,604.5,,
Axy-2_S1,04/05/2023,14:14:54.000,0.031,0.141,0.969,3483.0,-1332.0,595.5,,
Axy-2_S1,04/05/2023,14:14:55.000,0.047,0.109,0.985,3477.0,-1305.0,582.0,,
Axy-2_S1,04/05/2023,14:14:56.000,0.047,0.141,0.969,3480.0,-1332.0,583.5,,
Axy-2_S1,04/05/2023,14:14:57.000,0.063,0.141,0.985,3480.0,-1333.5,610.5,,
Axy-2_S1,04/05/2023,14:14:58.000,0.047,0.141,0.985,3465.0,-1302.0,612.0,,
Axy-2_S1,04/05/2023,14:14:59.000,0.063,0.156,0.969,3465.0,-1305.0,622.5,,
Axy-2_S1,04/05/2023,14:15:00.000,0.047,0.141,0.969,3481.5,-1306.5,628.5,,
Axy-2_S1,04/05/2023,14:15:01.000,0.031,0.141,0.969,3475.5,-1293.0,619.5,,
Axy-2_S1,04/05/2023,14:15:02.000,0.031,0.078,0.985,3490.5,-1329.0,564.0,,
Axy-2_S1,04/05/2023,14:15:03.000,0.047,0.125,1.000,3477.0,-1293.0,558.0,,
Axy-2_S1,04/05/2023,14:15:04.000,0.063,0.094,0.985,3474.0,-1314.0,543.0,,
Axy-2_S1,04/05/2023,14:15:05.000,0.047,0.047,0.985,3478.5,-1300.5,535.5,,
Axy-2_S1,04/05/2023,14:15:06.000,0.047,0.063,0.969,3480.0,-1308.0,526.5,,
Axy-2_S1,04/05/2023,14:15:07.000,0.031,0.094,1.000,3471.0,-1278.0,543.0,,
Axy-2_S1,04/05/2023,14:15:08.000,-0.047,0.234,0.891,3426.0,-1245.0,265.5,,
Axy-2_S1,04/05/2023,14:15:09.000,-0.109,0.094,0.907,54.0,-232.5,-498.0,,
Axy-2_S1,04/05/2023,14:15:10.000,-0.078,-0.016,0.985,-57.0,-207.0,-700.5,,
Axy-2_S1,04/05/2023,14:15:11.000,-0.094,-0.063,0.969,-156.0,-285.0,-753.0,,
Axy-2_S1,04/05/2023,14:15:12.000,-0.125,-0.063,0.985,-177.0,-279.0,-792.0,,
Axy-2_S1,04/05/2023,14:15:13.000,-0.109,-0.031,0.953,-246.0,-273.0,-792.0,,
Axy-2_S1,04/05/2023,14:15:14.000,-0.109,-0.016,0.953,-388.5,-262.5,-835.5,,
Axy-2_S1,04/05/2023,14:15:15.000,-0.125,0.000,0.969,-2373.0,2070.0,-730.5,,
Axy-2_S1,04/05/2023,14:15:16.000,-0.109,-0.047,0.969,-8497.5,1521.0,3046.5,,
Axy-2_S1,04/05/2023,14:15:16.000,0.000,0.000,0.000,,,,25,Power off command received.
